ApplicantIncome,CoapplicantIncome,LoanAmount,Loan_Amount_Term,Credit_History,Age,Previous_Defaults,Num_Credit_Cards,Utilization_Ratio,Interest_Rate,Open_Accounts,Late_Payments,Total_Income_Annual,LoanToIncome,LoanToMonthlyIncome,Gender_Female,Gender_Male,Gender_Other,Married_No,Married_Yes,Education_Graduate,Education_Not Graduate,Education_Unknown,Self_Employed_No,Self_Employed_Unknown,Self_Employed_Yes,Property_Area_Rural,Property_Area_Urb,Property_Area_Urban,Job_Type_Contract,Job_Type_Part-time,Job_Type_Salaried,Job_Type_Self-employed,Job_Type_Unemployed,Job_Type_Unknown,Purpose_Business,Purpose_Car,Purpose_Education,Purpose_Home,Purpose_Medical,Purpose_Personal,Purpose_Unknown,Income_Bracket_High,Income_Bracket_Low,Income_Bracket_Medium,Income_Bracket_Very Low,Repaid
-0.2592368381538674,-0.7311902215818338,-0.24682377469313582,0.0,0.0,-0.6363636363636364,1.0,1.0,-0.16086956521739132,0.5072886297376089,-0.5,0.0,-0.37833995240890056,0.05769418163510493,-0.06165268574249874,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1
0.3735050114765258,0.0,0.8700364743598854,0.0,0.0,1.0909090909090908,0.0,1.0,0.3739130434782607,0.6705539358600581,3.0,0.0,0.2455147994700726,0.4361469347423133,0.37417529784387,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1
-0.7384271307695925,4.558751772844497,0.010634698646935335,0.0,0.0,0.8181818181818182,0.0,-0.5,-0.5304347826086957,-0.28571428571428586,-1.0,0.0,-0.3100726797666396,0.2372489403674655,0.7164924602762208,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1
0.9663442150830915,0.0,-0.03124519285678417,0.0,0.0,-0.5454545454545454,0.0,1.0,-0.673913043478261,-1.06997084548105,1.0,0.0,0.7666357439114088,-0.34070186915539535,-0.41120753427752443,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1
-0.2730364540742001,0.0,-0.023196297664193115,-1.0,0.0,0.6363636363636364,0.0,-0.5,1.1652173913043478,-0.19533527696793054,0.5,0.0,-0.3228118177620069,0.21799963659627197,0.15362300129251513,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1
0.6488727389264994,0.0,-0.4653984492834818,-0.5,0.0,0.45454545454545453,0.0,0.0,1.126086956521739,-1.0408163265306127,2.5,1.0,0.4875701313786346,-0.5032221527870143,-0.5755150424499477,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1
-1.1200358388083371,6.180593759406585,1.0622718677856966,-0.5,0.0,0.18181818181818182,0.0,-1.0,-0.1565217391304348,0.7259475218658888,-0.5,1.0,-0.49544460222270775,1.5193121683164694,3.6457426843385243,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1
-1.1828352052348414,6.0825347811977695,-1.334768508557008,-2.5,0.0,-0.09090909090909091,0.0,0.0,0.0,0.3177842565597668,-0.5,0.0,-0.559720438887326,-0.9603712095450382,-0.9434561992049448,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1
-0.9512413697686941,0.0,-0.1681620096797652,0.0,0.0,-0.09090909090909091,0.0,0.5,-0.7869565217391303,1.1370262390670551,0.5,0.0,-0.9189714240116992,0.9076129713252525,0.8507793382816097,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1
-0.28686157127064293,0.0,0.45119363564023107,0.0,0.0,0.8181818181818182,0.0,0.5,-0.6304347826086957,0.09912536443148685,0.0,0.0,-0.33496445221430576,0.6651642502808174,0.6056981777921421,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1
-0.8730734880169696,2.0212117623769177,-0.7959631073603411,-2.0,0.0,0.09090909090909091,0.0,0.5,-0.46521739130434786,0.279883381924198,0.5,1.0,-0.6632334629546311,-0.305925293188812,-0.21723607440082598,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1
0.33882670151079836,0.0,1.1037188861356044,0.0,0.0,0.09090909090909091,0.0,0.5,0.6086956521739131,0.1253644314868804,0.0,0.0,0.21503167094039746,0.6142251493103762,0.5542099096130253,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1
0.4465562715155124,0.0,-0.2093475912094643,0.0,-1.0,0.8181818181818182,0.0,-1.0,-0.3304347826086957,0.8950437317784253,1.0,1.0,0.30972874043847454,-0.2929404873356254,-0.3629232793585967,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0
-0.27740668769062926,0.0,0.4175275206033412,-2.5,0.0,-1.2727272727272727,0.0,-0.5,1.3130434782608693,-0.19241982507288635,0.5,1.0,-0.32665336578340654,0.6243150763472448,0.5644006096285834,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1
-0.8465175248004669,7.9597386901786455,-0.4084577586472118,-1.0,0.0,0.18181818181818182,0.0,1.0,-0.6173913043478261,0.6647230320699707,0.0,0.0,-0.0903874561847472,-0.2634031879600093,0.3108177885698701,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1
-0.888125330779146,0.0,0.13931362404016834,0.0,0.0,-0.45454545454545453,0.0,-0.5,0.18260869565217383,0.3440233236151603,1.0,0.0,-0.8634907984937932,1.2352272300301306,1.1819918005543721,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1
0.8805069196951495,15.605844127082555,2.0115756156959246,0.0,0.0,-0.8181818181818182,0.0,0.0,-0.2956521739130435,0.05539358600583076,1.5,1.0,2.1352195126684186,0.09876527775679332,0.7279293316663568,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1
-0.165100590164234,0.0,-0.3112236922620682,0.0,-1.0,-0.9090909090909091,0.0,-0.5,-0.8478260869565217,0.15451895043731761,-1.5,0.0,-0.227933410602582,-0.10802189113266265,-0.17597769469386093,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1
-0.05201841648874462,0.0,1.1811608837885106,0.0,0.0,0.2727272727272727,0.0,0.0,0.9043478260869563,-0.043731778425656086,1.0,0.0,-0.12853126447805138,1.0313361752457966,0.9758972532339599,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1
-0.4009264956165399,0.0,0.23054244264574247,1.0,-1.0,-0.09090909090909091,0.0,0.0,-0.1565217391304348,0.4344023323615156,1.5,0.0,-0.4352304615152213,0.5784182006751816,0.5179967447566619,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0
1.0592168177490404,3.093771609720205,-0.39690544738351924,0.0,0.0,0.0,0.0,0.0,-0.7347826086956522,-0.45481049562682235,-1.0,0.0,1.1345454350794866,-0.5981038743783115,-0.6195166215659809,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0
-0.5971013422615714,2.1141725414974424,0.08416112489029255,-0.5,0.0,0.18181818181818182,1.0,0.5,-0.4391304347826087,0.1865889212827985,1.0,0.0,-0.41204500285514806,0.40769981582407067,0.5995132767646388,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1
1.568592628342309,0.0,0.41226792278829083,-0.5,0.0,1.5454545454545454,0.0,2.0,0.2130434782608695,-1.014577259475219,0.5,1.0,1.296027626223936,-0.2767021218508216,-0.3465026417623768,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1
0.9826452397586211,0.0,0.6749797259669394,-0.5,0.0,-1.2727272727272727,0.0,0.0,-0.5086956521739131,1.0437317784256557,-1.0,0.0,0.7809647648712149,0.018670327169778532,-0.047885173296713664,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1
-0.521721473159241,0.0,0.6083974042539082,0.0,0.0,-0.36363636363636365,0.0,-1.0,-0.060869565217391355,0.8862973760932943,-0.5,0.0,-0.5414123610891198,1.128919158004807,1.0745379190353541,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1
-0.17976192084746448,-5.8576933541720715,0.055333122136019194,-1.5,0.0,1.1818181818181819,0.0,-0.5,0.9652173913043477,0.13994169096209874,1.5,0.0,-0.7828440520368826,0.9313460595481716,0.1517921170273254,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1
-0.5522632477702086,0.0,0.975486422486399,-2.0,0.0,-0.18181818181818182,0.0,-0.5,-0.14782608695652175,0.21282798833819205,-1.0,0.0,-0.5682593683945686,1.5825361631447072,1.5331333646674756,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1
-1.0488351340596378,-2.6942463569119015,-0.09717028613599672,0.0,0.0,-1.1818181818181819,0.0,0.0,0.7391304347826086,0.4198250728862973,0.5,0.0,-1.2540623441890857,2.4155795385221497,1.2041563674210471,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1
-0.9785802602233953,0.0,0.026117701019149085,0.0,0.0,0.2727272727272727,0.0,-0.5,0.030434782608695678,0.12244897959183672,-0.5,0.0,-0.9430030135676203,1.278666618528359,1.225899677160816,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1
1.1042299956286246,-10.285464799375923,0.25003092121981324,-2.0,0.0,0.2727272727272727,0.0,0.0,0.44782608695652165,0.5714285714285712,-1.0,0.0,-0.06389174877674429,0.23235770399054814,-0.3043694223791224,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1
0.895406896648847,0.0,1.249742737843511,0.0,0.0,0.7272727272727273,0.0,-0.5,-0.4782608695652174,0.30612244897959157,-1.0,0.0,0.7042800121148284,0.35751127180099934,0.294679669290429,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1
-0.12945475417055305,9.570715365917817,0.2870269585668095,0.0,-1.0,-0.18181818181818182,0.0,0.0,-0.0869565217391305,0.4548104956268218,-1.5,0.0,0.6889957900053008,-0.14771478862419568,0.3112458818938421,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1
0.3104468261283031,-1.257201432196212,-0.8238930191345053,-0.5,0.0,0.09090909090909091,0.0,-0.5,-0.38695652173913053,-1.1516034985422745,1.5,0.0,0.0737539078976989,-0.6319368160951956,-0.7318415297760298,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1
